License_number,Car_Year_of_Manufacture,Model_Code,Other_Car_Details,Current_Mileage,Engine_Size,Customer_Id
85240,339387923,-1248580588,WVY7H9U172LZ52MCOWP,64,-607062906,797
85314,1966516718,-1603004429,K7INJWHZA,43,-1771688803,488
85527,-1286046022,1625266953,NWM978QCL7,54,398944777,867
85618,216015235,1009383792,GT7OD1DRSEJDM6USNHB,45,-221651107,838
85763,-488932897,-47417410,GIMEFZ,32,891857691,818
85853,-2054885383,1352337954,NJ83,63,998357232,587
85911,1132371602,-895896811,LTXKO55L8,50,1283631668,170
85912,-1123922825,1523303158,U2W44IPUWYMI,27,2052581015,58
85939,1935538116,-1723009430,2EQKSP7U8RVL7DQR0PLM,34,-1402658826,111
86215,1283069414,43505401,X91PA154YVX4ZIR3,58,31718483,639
86261,1996069996,-1036339860,36CW975XNZWQIUTIUB4B,40,275724335,430
86286,-1883298953,-1014287281,VXSJ48,57,1255767838,774
86444,215733945,-688769775,,53,-818194386,678
86667,636152375,523123813,ZE6DW4B3W81LJ,37,1664474408,697
86683,1346434465,-1248580588,0AAPDOU6XVT9,26,-1932219875,356
86752,-1952932791,-337869704,90GB3VRWB55QE7WTARY,27,-1985964105,731
86803,2087524958,463990831,FHSA44M,63,232692428,144
87091,115546176,-553137870,CDS9TSKFK4P53,31,2075598203,239
87116,1564498290,-1026302991,0JJ7HN,48,1363607965,155
87379,-1489362867,-1726630711,BUB1R1L1,43,1975093703,138
87402,-878004346,-1045409397,W1TLWJOX,63,476040,200
87457,2044651103,-1624214509,ADVWT2FUYKM397RET0,52,-1747859163,286
87891,-2056426142,-1666509446,WT1GLJ0YZX5MR6N,56,-66038211,42
87908,-419823995,95676789,3I1X39EU2PN,31,810847217,929
87993,758784695,-133023258,69P1L1DDK8IBGZ,28,378148072,527
88084,-1860569213,331310948,YIQWTXB,18,-898654592,166
88179,-613517599,680726952,2286HP2,24,2071188338,616
88293,-1560166760,-1041276496,MZTI5U8U,40,785768949,663
88299,-1357886769,272637674,UF,44,1976981436,619
88360,-1531527887,446269841,REM7YE3DY52,64,2011724737,269
88380,-733469729,-741980202,TIFZ4HNN9TYY3F6W,38,623510674,94
88495,-138460378,-617741074,,40,834566197,902
88537,-660386782,1777647674,,33,-936037063,438
88698,-680316701,384145047,,44,1922098206,886
89066,1755610656,-1514428732,GF3Z4ODVPW17Y852H,39,-427614704,115
89126,-1352057473,-784120855,3AT5PLJ44E34D2ONYUYN,36,-1840554605,567
89376,696926517,-895896811,787LTOYUUT545M,48,-2063218370,935
89516,-242770832,-1973157003,G1TRE4JH3,56,-278524211,295
89752,-1380127704,-1746806732,A5CHAK4ATZ9UX83LUBQ,20,-1744466695,75
89852,-1235553872,-317570616,PPBG,52,301522348,667
90013,760549016,-107463463,N3,47,1108853652,303
90053,1178381705,-1485028568,MTJM4FZ,33,-2113007940,443
90119,-1590647592,-303439570,V5N7CXF5S111NRJ,39,-1522130074,447
90485,-1785345284,-1221108703,RPZWGN376A3LYSQ,54,-762915972,802
90493,-1497359536,166147793,MASDO3GUIBK3B77,39,245563156,856
90631,1395599274,1937420088,82E50PL6KTPZXY9L,23,-448219695,113
90642,-663856063,1803655388,T8URS,29,-335731286,972
90777,-982058554,825124313,D0456,57,413276154,211
90817,700004565,-2023022931,HCS3UAGD4UNG334UTZ,45,1674812151,387
90903,2127554529,1008036065,F86TL2L79TCP0Z1Q1M,30,-444038440,637
91019,1828223888,-899824627,TXKTFXB6HQTVWL61JV1,51,-576960853,345
91374,47086183,93061691,,35,1962552219,971
91497,-68122128,-38103598,Q,55,-216888476,714
91510,-831396870,253823263,,42,881198340,917
91630,1526708812,377829137,UDOWVNB74HA5LB7,32,-158756477,193
91728,1702773329,1610745628,GJPR8,48,1339674408,711
91973,288017223,-367513036,V09QM0SWZ,53,-1246558109,700
91975,595432517,358651374,Q8,47,-1146271560,215
91986,1934037218,2036900962,LRQCROUY,21,1781441672,197
92025,696691264,-1774255582,QR4U4WKEL5XG1M,30,14014290,324
92111,-2034288666,-1103867168,CT7CB,42,151020840,276
92292,-345429040,1172759407,FUZ0879,31,-1860774060,843
92309,-1167511933,-1831197655,BTH4EBI1HV3BKRXTF,55,-1009904817,765
92379,-1168942833,-1914095583,W4WF3S1K8F7C3OL5PCNN,19,-1194761002,133
92525,1406565559,-1399882592,,36,1841353783,329
92960,-1357890820,2121255256,ADOXH5,29,,18
92963,-1898816,615311070,HQM5WX5108FEQXEM,19,-454539147,67
93046,272914340,-959244730,CBJ3D9ZCJ,26,1639864972,403
93066,-1378879116,491714935,V5VAEVDRD0K,24,-692287564,787
93135,-1314856962,801058248,PGC502T24PUO3Y2L,43,1231260905,707
93222,1780023921,-2133904652,OW9,64,-1077117445,606
93251,1283299435,-619760424,95ZV,20,-1451434090,121
93268,613365815,-722864339,1538B37ASQ5,63,-2084317542,224
93279,-1741747638,1726538157,NNSTOX5OG22JGVPYGMS,21,207840206,579
93323,1019435696,318954076,1459BOSTI869O4C,58,-1950198973,934
93478,523307572,428872924,BC79XDORIHFL3KT,55,-1527155349,737
93485,-1536493049,218334730,C2BMTW0P8TN,44,1642242659,442
93509,1063764928,435786350,4B6W774XZYI6J18B1,28,1339680050,999
93599,1709978513,823686878,GDAZLS4CV5ZXX3ZV9L,44,1664065974,789
93627,2039754075,306522953,JL9ITWY3,35,2135274724,596
93875,-1859994740,1439432688,AGCBH4XXI4EKW,29,1779760004,136
94063,538902090,639243444,C,56,-1293568130,973
94141,,1530821378,UH00,39,-1841842975,17
94175,773163779,-1762252737,162WD7TF1,22,708845496,386
94202,1853903542,-308142511,VIMW6CWEVQ,58,-2030535682,876
94303,273259998,-440623043,7SCBJP7,61,1937662038,689
94367,-462850991,-1622881476,HK,37,1674516280,134
94424,-1331822675,-1365202792,,63,-1616544354,80
94440,-265487464,185526071,IKGOS2T4M84062X9VT0B,46,534026419,868
94522,-1373838547,-1794812274,NOJQ4UX2E7ZUPI,47,-1040966311,281
94884,-1836263726,-2125966206,KVV6J6JV4ZBH62LU7,19,1091757332,120
94913,61001932,118405579,9K6,23,1992533242,132
95081,1474878926,-1131262382,PGGSP5N8HDKX9OGX,56,-1603712825,369
95163,-1121283318,1001931836,37M9YWMP,27,2104874097,686
95294,-2017450197,-667431496,2BAKTUBBGW,46,1741798620,775
95490,-1618282296,898976783,3818PS7MXCJJOFMW,51,-1580004660,705
95512,1346679942,-1620090810,IYMBSOTGXHNWVR8AQAI,23,-30145571,201
95729,-597510256,1719704273,ZPZYUAXDT80KABI3,39,180021409,984
96030,-364811759,-1788936445,198,62,892711174,421
96040,-901342421,-764839000,XH9FM3LE9K7A,50,-41818446,195
96378,-1329880081,-88268949,0I0NKCUICQS5,56,-113328954,114
96392,1815851721,870413169,,25,-1736229233,724
96496,-2067952548,-520288642,JCUNFA9VIU,65,-2072175882,468
96527,759426527,1192420817,TIP5JBQR3,38,-1650710932,823
96755,-1094579428,404828903,7985GM1,41,-677680063,921
97034,-488983716,895159033,FZ296HVG3IGOFDL,38,-725909211,699
97330,32037689,1542587814,7VHWXMQIC3L31,38,-752127233,452
97356,-666058553,133951465,42AGZY6I0ZTWOWAVA,61,-1107285170,605
97511,2086731215,1915007082,AAILUUZ1DBS,64,-768419532,354
97583,-2136459622,1980538195,1X4PP22,55,-1775958006,633
97672,-573728879,-1439955959,RY11,63,-173903853,350
97743,80121388,95676789,ITFLC3RCTC9V88IKBA,58,-162092834,589
97770,-161337255,1839721653,39WW6622CXAZPSD5NZ,26,-1666963292,559
97944,-243042588,19850311,L2EQU5B72B1,53,1468600958,948
98004,1713736121,-894273426,7K65KQ,61,313183633,632
98188,2113312544,-1268246903,CSL,58,-1783489337,440
98210,1489065341,863886360,S8J4,27,-722319942,460
98227,1892480810,389104744,F41UFO6OSEIUF,64,-1755480217,988
98335,2122313150,908894194,0CNXBYKP19YWVL45E,64,1193653412,852
98545,-701088043,-1498876875,6Z4VAAMLJ12L9,24,82688166,157
98579,482118924,-282081490,WO7Q5NBYVJCT2IW2QQK,61,-52380526,8
98638,2118394622,196672130,Y69214QRVOMQ0PG,32,-706535326,719
98671,2113869100,-885188299,5BE,53,-1444205006,882
98675,1104067953,2106967529,K188NXLD,55,-1580827189,23
98683,84243007,-667431496,JS8R,46,877590687,335
98820,-1517333490,698109248,P6H3TY22O,48,1533262952,959
98844,1598715418,406544451,QV4,48,-1465121644,722
98907,-414435812,-1743413126,K9ON7GL1,22,1980428523,367
98955,-2097299075,1730729781,LY5G36M,20,-368103607,184
98998,1380303102,-1624214509,,27,387007545,683
99086,-184959311,1635336122,2BFF22,55,-711754808,229
99204,-419855280,-405372947,F,31,-202263956,808
99217,-449402218,28372009,5866S1A7M35VBH,55,1974339156,207
99228,-99367514,-1489898197,KR8D0MUBAVSKC53,54,-901466327,380
99324,-1903261075,2096446184,1UAI6SQ8CVICE4X,39,452431347,34
99447,849946530,-433987477,GSO0TEWAJ88YKE3,54,1096927537,405
99530,-446314488,-2006152249,Q01S6XM1R3L1N9D4P,51,1083365579,423
99611,691392307,-1004103014,W8DAFQCOY2RJLLPHA2C,57,-1351587271,733
99813,347947819,97056939,0S5GUD5PIDHGG7F,,-491635024,552
99904,524088703,-107741794,9D7Z,30,-115409235,670
99905,197065602,-1631770329,3H94V211R8N59H1,31,-1127999664,644
99906,-197269856,-806109705,YD996YLDMKGP1R5,49,201192829,238
