Car_for_sale_Id,Manufacturer_Shortname,Model_Code,Other_Car_Details,Vehicle_Category_Code,Current_Mileage,Engine_Size,License_Number,Asking_Price,Date_Acquired,Registration_year
368,Clarissa787,-1696980644,S7Z7I0L38617BC,-1754310792,59,2O6LSF7HTCF2EUJ9T,21458,U14YULCK8JM4EPYL,1978-12-23 00:51:40.640000000,-666571624
369,Bruce866,-1569726688,VAT41U,-1599969818,42,3,63138,LH,1996-12-30 00:56:02.420000000,-809023391
370,Jami19,-1069485725,HSX0JDS599MP3HPGPY38,-1269839554,40,6Y5ZKRR55ITUQYQ8Z,71069,U64GT4,2013-04-09 23:49:16.020000000,658950291
371,Shelia231,336657322,O9PSD8AE9SQFSQ,74538261,36,BKGWI5PBK,09865,R7RFO3C16YN9,2017-02-20 11:54:55.450000000,-741382647
372,Christa875,-1329367829,AHH8B3WSKM876T46,-1459471242,54,EE5SGP03J700O1CAJLBG,00011,WAB2019CGXZ8SDCNXN4Q,1985-04-19 14:33:45.280000000,1397052242
373,Eli812,1575015117,,1454590114,45,A99MIP9GZ987QRQD0E,94964,LCH3X11NRM8CFSKV1,1982-11-27 00:35:28.630000000,-1098237459
374,Charlie408,-1065186828,PSI7864H,-1251209407,23,YNPRJAWEK7M4Z4W35W5X,35975,SV2BAR7VQ0E,1994-02-22 16:37:36.810000000,-1259718532
375,Krystal790,-442428284,0GW9B,-737082616,54,QNJYRTXAMXI6AIHLHPBL,41935,BIJUBXTY207OOAR,1961-04-24 01:32:37.380000000,-1228163729
376,Garry930,430055321,I67HU,206046573,47,P8C482UNKGVG07Z,05222,CL,2002-12-30 04:58:15.950000000,-1296275774
377,Dylan809,-1755404861,7,-1779415843,59,TRHZ4YA4YPMFIN6UC,95554,SV7C,1963-08-24 01:37:05.770000000,-161899645
378,Jody834,-1795162050,H554,-1825531636,26,1F6UI,94114,4A,1991-10-22 13:05:21.810000000,-800971750
379,Cesar988,149873014,4K5MRU2XO39A4UCWCODX,-101416655,29,3M1GN,41632,PW1A19HBPSKGN12DRND,2014-02-24 08:41:18.530000000,1591659407
380,Brendan154,-1055662256,NNWP4OI0113,-1247033583,32,ABHFO,92371,Z0BJ58LD,1965-12-18 16:48:07.100000000,356307767
381,Oliver206,-1447497295,3C5VT4F9TU3Y6Q3UV4G,-1558766678,65,U,97481,5OQ0V321P5F7Z13R44R,1972-12-20 08:01:22.670000000,-1045338291
382,Charlie408,-64038983,7KHX,-322596089,27,5QX85JG,76276,UK7,1975-09-02 18:28:21.960000000,-780492695
383,Claude557,-1466428904,WN6JXM1580H60IKY,-1569846928,20,5WA14A5KYZ8R,17118,O2PLI,1963-08-16 14:31:33.500000000,-494261986
384,Darius922,-1481366996,NSJYIDK,-1572005704,18,HX,93768,TN47J3UGRX0C2HYE0,1972-12-27 05:26:31.750000000,1108961908
385,Quincy07,2094074031,5WLBUJ,2048530005,49,H8F,56282,,1957-09-17 20:42:16.390000000,-1720547916
386,Arturo845,-1982782332,7NW,-1971225623,45,X2Z8ZPJAHYOZAN,72416,R04UK8KHZCTEGIKC,1968-06-29 08:33:20.670000000,-117828457
387,Misty66,-1742454000,9QW82SXPLOU,-1776442121,39,46LLZ5XHOP3,30343,3RHZX,2009-03-04 06:37:15.970000000,1076676656
388,Derrick405,-1997755921,WTJWPEA,-1974885317,46,OT3QX,16471,CTTIIP,1960-09-18 10:44:51.680000000,-347859071
389,Dianna025,100153373,9LVRPFUDGMYD,-156016343,18,4I3W21FQU20A9G80SN,27438,92QD,1973-03-19 17:31:15.350000000,495808331
390,Daniel537,357177907,3PXRJG6L,88473635,61,NF,63902,4PTJ,1994-09-06 12:16:09.450000000,-1013488224
391,Ismael394,-793449930,Y0AAOHB,-1029298783,36,0LAJWYVHD8RU55D83,49329,,2005-04-07 01:51:28.090000000,2093238721
392,Audrey995,-1126152882,5TCI6NU,-1312410996,35,68AUHEFM,50158,,1967-05-22 20:41:19.160000000,229882855
393,George132,-1660356688,JNXJ9YPG1T4M55X4SL,-1688425622,58,N1GU9PZHIL,64994,U3YJJTH,1985-10-28 08:56:24.510000000,-2097739102
394,Erik889,-1038311609,VHFQC2U,-1221559579,53,4GVDPRJFA2,98576,7B8H7TCR0RQ2R83QN,1989-04-08 15:35:33.780000000,844304230
395,Aaron387,1228895915,502W12M0T8,1055066026,44,KJAH7V5,54354,QFNXJSID2KEA9O0KKXT,1968-03-02 08:48:26.420000000,-1739508365
396,Theodore925,1444441075,E0AT8VDOGZV8QK1ZM4WK,1317436762,41,W4AG8FXDH56NVMLGPD,72790,6XRYSS9WUM07VG2,1955-12-11 15:13:23.960000000,675761880
397,Evelyn835,1114664358,EHKGZW2JI54,929136741,21,5,38702,H9SGYURRCPH117O5XDW,1987-06-12 02:07:48.920000000,616255771
398,Darrick103,-1061689659,R7,-1247183732,63,UZBF0H,36867,OP5,1963-05-19 13:02:44.600000000,-1747226287
399,Christy914,-1369955807,KN6VZDD,-1489160917,61,KS,96870,JMIG,2007-06-05 19:45:50.300000000,-363204763
400,Sean182,-1638392335,9RCB030VXN,-1650025382,54,3CEPEUZNXR,86387,6ETLY2A5,1957-05-20 09:15:29.390000000,-597015541
401,Brooke165,-1334674594,ZIQD9YA5Y,-1474108025,41,2A4ERYYURUY0,19578,BC60L2A7UNYUA,1954-05-28 07:25:06.180000000,1084872107
402,Casey427,366162083,RDY,133986446,18,14Y07Y1TON2B,96456,J9DS40WCBA,1992-06-14 19:59:01.030000000,893837578
403,Billie467,-1798641063,EEZY1L31ZAOM,-1833405734,37,W6MPQZDASP7,49543,6BOF34DZJ1KMO32H,1977-12-10 03:38:08.780000000,-524421235
404,Kelli368,-850748576,2FI96777,-1107084469,33,8JXP1N5BZN9VZFYQLDM1,68696,RVHQWW9BK955GZ,2009-03-15 03:48:57.300000000,-126918843
405,Denise129,-1105675421,T9WWO8ENIEDXLO1XW2,-1298249398,19,A1S814ZN49FR0YF33M0,59230,VTFRMRRIKUQHZNPP2JKL,1998-11-12 22:45:01.820000000,730995570
406,Clay403,-359822667,YJGPND8QFKK,-642129229,55,0,05119,TG9FE3IV7U3,1970-09-29 12:36:18.430000000,-1999837411
407,Esmeralda67,-1959541985,R6BKP14WVMCS99OGQ,-1936529374,52,9WQQA0MPF2,55836,JQVOAUKZCWV5EAOUK3L,1967-11-27 17:19:22.740000000,85606640
408,George639,-1590771588,BA5Q8KDK9J,-1611869027,30,XYH5H0I5NVEU4YGJM,94023,EK,1999-07-24 21:31:16.130000000,366149133
409,Kenny036,-30944294,HZ2X9MQA4BW,-308042972,64,QM32SRVHAT,84341,C5C7N9ND0NEFWU0RO0L,1996-08-20 21:14:12.230000000,762582213
410,Angelique372,-658554342,5LB7,-910770985,22,,81372,WL303FNA387OZOIJYM,1973-11-01 06:59:24.200000000,1806128180
411,Justin538,487822261,GDPSZY,272301113,21,FTDL20XYMMHSCMV2LRTH,36604,PP,1971-09-20 19:58:28.740000000,690714530
412,Nakia352,-304561940,AZ0YQ74SLHDN9U0,-584759910,32,7OG2U5Q9ZQP6NGKHJWFL,42038,UI0US0KCW,1960-02-29 09:34:37.690000000,-1300553947
413,Kristi677,-1957197302,X6M5FJZ,-1929131781,37,V44BQ6W,03269,SH6,1976-03-31 19:41:07.730000000,401459044
414,Ruby887,-829257705,XDP4VUNI0TN9LSJW73,-1065225742,21,WIZ,73614,1C48M,1970-09-30 05:04:56.480000000,-1836249731
415,Lana878,-495749584,O8OXTFQRMDSTRZW1D,-766028907,50,075XJ7V7PM,05323,9RFQG8BGT24WE,2009-03-20 03:49:28.710000000,-471006379
416,Ellen814,-1590771588,0WRUVMG7R1,-1611869027,42,SL,98309,QLZ8MNQRBCWIH,1991-01-30 07:46:23.740000000,1032110600
417,Alma546,131649323,MPYBDBW8FWO42158ZW,-142854628,35,6AL2VE,49987,ILIN,1975-02-01 06:17:26.530000000,1439537933
418,Felix80,1123938606,PR6E66EUD1GLOPM,933493463,44,CB,05654,BA329EJO3IUQV2UZFC,1970-09-13 21:40:51.220000000,1012171387
419,Jean187,-460642088,,-745447992,26,,61119,LY,2001-10-15 17:57:12.010000000,688934165
420,,958184225,UIEOZSX,780220077,41,BQ4YUG37P,11100,HF3UYQJ,2001-11-20 02:58:40.710000000,-1450982088
421,Cornelius226,-198354876,CSPTQEHB,-426126813,60,M8FK0O,72934,,1983-09-10 04:37:44.040000000,1629705686
422,Claudia213,-1771050471,CDGBR4YHJ6,-1810200785,28,EY98CP0ZL,49322,JGS21NIQU3ZM9GM0,2007-03-15 04:30:29.610000000,-1135437368
423,Floyd395,420256988,,169855648,59,TMLLNWKLS3WC8IO3,29561,NS28N25PSNZ,1958-10-06 07:20:25.290000000,-466055768
424,Heath152,-1974783919,ZFF1HDGILPZ8SU,-1955722329,47,3Y,94155,GT45AB930SBX,1955-04-26 12:39:52.960000000,1771805531
425,Summer915,1241736410,O0MNZA6D9IB3,1067071842,21,02,57948,0IZ08YHU,1961-01-03 21:57:47.930000000,-2128380598
426,Hilary979,-583971456,F6FLYBCD9R800,-848516442,19,THE2BZ14Z98AL33Z,83801,3QVYWEND90,2002-10-02 15:13:36.280000000,1133819007
427,Christa875,-1534977107,WMD,-1590711316,62,UY7LN1PQK9TX1,06160,BD9UHY5CW,2018-06-22 05:37:20.770000000,2129507721
428,Telly288,920597415,IWQ9GWJZ0S15J6A3,729106826,58,7QFR39,34918,VH5MMJ5OKOIK,2012-08-19 08:59:54.850000000,-1019987813
429,Brad134,-167576309,EAD9HI1F9EMYGARVAS6,-396316699,45,9MR,35020,P,1978-12-24 07:49:10.380000000,-1214069573
430,Alex138,-1207834603,5PJ2ZBJ,-1406742601,31,,71687,9BFUFMJBDAM8,1958-05-15 10:19:13.420000000,-1896967405
431,Marcia498,-981092368,371QXQHC0Y1EPU,-1174058938,43,3,09053,IAT4X389QC9VHOOB1Q,1968-07-21 02:50:27.030000000,-1302487838
432,Alvin155,-286403022,HW0JIAA9D3GXPRBA,-547428786,61,82ZS3L12UM6GOBRQ77XJ,21805,KG8MQIHSB5R,1953-04-07 12:34:21.170000000,1767627897
433,Chasity894,-1795712069,ZPB2CW1QSFVCRSXAI,-1827693458,31,J6BZPILCGMPXPHH90TFO,82462,ZA059VENUH4IZ5,2003-05-18 17:19:31.520000000,-521029434
434,Ginger612,-320860431,6YR10TYONGSSKONVFZJ4,-609127365,40,VSLMKHIWJRZJZPWNS,14891,,2009-10-07 23:25:49.130000000,263051647
435,Autumn166,1359063255,0YSPVEWLAIN6P4BEX,1224055792,57,2FPE0GIYU9G6,85223,Y,1964-07-24 09:23:00.910000000,-1542060180
436,Stacy365,-1171175889,H3N8LX,-1355773239,65,HVVNDQD412GXU,82946,ZCK,1999-07-07 12:02:21.650000000,921116024
437,Ivan604,1106575506,U6OWDYRDW60ZB5E13CX5,902276276,55,EQSLM,38009,OOAN2LFAW3Y09KHI,2016-09-22 14:50:13.180000000,1649074581
438,Jeremiah662,-1080056553,VKCHHA11,-1284949860,53,FC8FHS43MN8FCEHO,12053,GM3L2CPNLIJU,1973-06-02 10:42:36.210000000,1402899062
439,Efrain646,1803549219,RDUO188PXK,1730896592,64,1JWF91D9G5Q481OUYY,10956,5ERSMCVMTS,1993-02-13 06:41:29.930000000,254575252
440,Gustavo522,417612502,TT,155724626,60,MG5KM9IDU0KG8PMR1P,70877,JK0KYVFGFFJQGLLC,2005-12-19 08:05:57.970000000,-936082622
441,Dwight918,-1194569706,,-1395553743,58,5BV6,59892,0H3WGEXJ,1953-08-03 15:13:57.930000000,-783578046
442,Andy143,-1937509977,ELJ31KVNSFYMCE,-1908485713,26,MDYDMKLEFC2NVYA6QOJ8,53633,HX4NTNUW1HB5OP3,1962-08-12 09:05:59.840000000,748733624
443,Clinton315,234431258,NP,-33694051,48,PH,01417,F2MOA7009LBPB3630PE,1983-01-28 13:30:39.460000000,1612606132
444,Juanita676,-1440403143,EEN4N36TDFD9S,-1550061932,61,LAM46TTR94Y,22140,CRLWVKK40F,2018-05-18 10:31:51.150000000,-873115650
445,Claudia213,1991180843,L02VQYZWVP282MWB0X6G,1953358982,57,A4R9F51VNZV3FLE,93657,R0S1CBUYAX3D7,1975-12-18 16:17:40.710000000,430281715
446,Dallas920,-221250290,KOAYGW87G9IN,-491616871,22,CY4XVJR,25024,5LYB75YBLQNGPT,1998-02-07 16:16:50.390000000,512029281
447,Jamal541,-264715617,1,-524111522,63,XG8MIBDQ01WMW9,82070,MWZT9,2010-02-20 01:00:11.440000000,-329456301
448,Eva3,-236316872,C1WQDIJX1E0KW2,-501630696,55,QOMS,18764,PI1UR5R3J,1968-01-30 03:51:28.030000000,1951480992
449,,-1935514627,G3BM1CSWA1QO,-1899411860,20,EJOKE7EB,85205,DEKQZLSSADGE1DV,1999-01-19 11:46:05.080000000,1133009351
450,Dylan018,-770145521,GKL5KKYZ0F3W,-993984169,20,0CQDFBYXEDCM43EPSP25,60849,17N13KXR,1996-02-01 01:02:02.680000000,1812822544
451,Dylan525,-793449930,Q8JFCC51TEBBZYJ4LPMT,-1029298783,23,99R5XESN8BW2,69601,3WHGZ671HA2,1999-11-09 08:55:57.430000000,857604297
452,Ebony495,-930254446,HGTVZC3EFO8Q0LJCVO,-1154095260,43,0O58H,37653,2R036JV3AGOY63JGI5,1969-09-29 04:26:57.700000000,-814931324
453,Jeanine106,1578886153,JDM69ULLFVEQ,1457557625,55,T,84113,GTA,1980-08-02 19:05:32.590000000,1363543715
454,Glen755,-201028821,2X9SQKDZ1MD,-435903440,37,99F0,63817,PA,1958-07-17 16:47:09.590000000,2056524451
455,Jeannette18,741130718,3KZC0,568157212,60,FAVLHB5MQ2Z7HX6,21056,A69CK3TGYGMXW,1992-09-09 04:37:45.350000000,456479019
456,Dwight918,-1742454000,Q089,-1776442121,30,61FJE3PJJ85CK00,03211,2O5M8JAWNQJCGLBSVBSU,1966-03-15 02:54:36.570000000,-1587767885
457,Roberta163,2127034906,UAJ1E,2081350017,24,5NYHSMUKW49L61,41792,OUXWK5P42UK8SE44,1986-09-10 12:38:35.740000000,703100219
458,Devon498,835155590,OJ1XS,674998825,56,,83271,HR2EJIT7N746LB4,1975-08-17 14:58:15.810000000,1480426906
459,Bryce612,-1939293086,3CRMBAE,-1909533812,30,NJ27ZGVCKB286T1Q2N1U,34768,SDU7QNDKRKWY3N77NLT,2001-03-12 05:51:09.360000000,796038288
460,Wendy356,-1210135132,R9F59L8E3O,-1407096950,65,,05147,RU5B4OWXLYHIF600AWIT,2015-02-10 07:31:25.540000000,-666931593
461,Marilyn734,873349402,7S7FH6,702857657,58,HK7VM9,78024,IMYLV4Z0XIZH,1971-04-09 06:58:57.660000000,271582037
462,Clinton997,-831013107,,-1065403027,60,3DI,26306,BY7I32QFYT3DIWN6WR,1974-04-09 08:19:27.890000000,352539044
463,Jeanette947,-249585083,Z9D3CSBXW0,-512110782,51,4P1XTBPSLWHJLD3,56012,ZM876P8KXXNFH0CV1TR,1973-08-01 13:42:05.740000000,275504645
464,Harold409,1862202931,5FPTRYLUDSSH9FC,1821278078,50,JJIZ52Y1I04TLJHYKZ2,95092,G3YJ,1991-04-09 10:54:58.800000000,-354185862
465,Andres75,101281218,KUVX9FSB54OWNUBP,-155229198,44,ZS8CC1CS00LIJ7AKUI,64551,V7C7,1958-04-14 04:08:57.170000000,-895645655
466,Jeff058,-1509763139,5Y8ZE08UMSQ7R4NZ,-1574655865,26,2RZFS7V72FJZLBZ3QA6,90372,T0RWIG2Q1SUIT,1971-06-16 07:24:07.570000000,952035222
467,Alana003,60419863,R203ZQMEO,-190294202,18,4P51HEM,65835,AELC61LD5Y,1975-10-13 16:15:06.180000000,-1448846719
468,Arturo809,-416578541,AO7JG39,-712831347,62,E9W31W0DZDF4GUA,72750,WOPEAIW,1985-06-23 20:15:18.600000000,-570682450
469,Angel420,-460642088,H485UM3MM23D00X329O,-745447992,29,H007J3J9OVZCL,68274,L3NNLIVTBRYYY,1959-03-09 19:41:55.570000000,-811810556
470,Lamar104,105428959,68LLPDY5F9A4I16VBL,-153035414,50,X,97686,G9DAU65QGVTAMSD,1962-09-14 15:47:07.050000000,-1117770216
471,Gustavo522,-419114716,D0C3KAAN9Q4G7E4W,-713270247,52,LLSTIFYOAM3D,36461,QAY58DNR0UA8AL,1993-05-08 16:56:10.570000000,-1712438058
472,Jolene014,-838539716,INFGOX7DSZVZU1R,-1081414410,,259,87454,ZNM7G00NP6UNSTBW3,1954-09-01 19:34:50.320000000,-1271164480
473,Alejandro019,-372503854,0A4U40AFPO,-653526770,48,SKHEEQAPNF5X,66942,Z0NZT13LM90,1996-07-30 14:59:21.300000000,-1877027665
474,Drew33,1288009843,BS2PD4XDO5RP,1137866648,,R1F1JV1,41339,XG,2014-10-27 09:51:14.050000000,494134752
475,Angela863,993851572,5QSBEOFPCZ64024HD0Q,807173799,45,U12BWW06ELQ,31508,OTM,2001-04-19 11:44:42.770000000,-2001517524
476,Misty346,-332975401,,-618491391,31,XTDGZ,87979,,1974-01-29 19:31:44.190000000,-1436379133
477,Morgan704,155726558,VKPAIUWO3B,-95298817,49,UI3VZTRNV1XTJA8YY,00106,XAQN8YDQ,1977-02-15 14:59:50.150000000,336451697
478,Sophia466,-285854252,K0OE8Z018PYTWKC,-543045435,51,E3ITAI8TF,70451,XP,1959-05-20 20:48:34.140000000,1197259688
479,Jason670,-1804773690,TWB50PK9630WTJ09NXJ,-1836201333,45,QYOZ2C0JDZ19J91Y,34564,7,1998-05-08 20:22:12.260000000,636445725
480,Alonzo185,-659964129,,-915201482,63,L2FHYUU1WN17KM6,70623,BLI0,1981-11-26 05:40:57.540000000,-1065342024
481,Connie469,1776285399,P9E0PRSXQSP6S,1706130527,55,KWWDXQ6AOKYH5,17997,L4U,2011-08-12 14:13:24.850000000,-95990991
482,Bobbie889,1229464744,SS68VGE74Y47PPP5Y1C,1058394029,64,9SB9NQ0PR,78693,QMT9ET30OXII,2003-05-25 01:45:52.740000000,534219069
483,Israel842,-1817759148,3MX4BY,-1842741171,21,UX6OZBSCVVZC4KBUW4T,83406,90QUOC,1966-08-01 21:13:49.770000000,-130391662
484,Diane326,-689997632,CFAB,-950776092,25,WCVCE8WBZFDU,88967,PK2O4,2001-11-22 06:47:07.710000000,798520885
485,,-1072616222,1H7HH,-1270061433,55,TJ0KHBDSLLAKWNRYSU,81240,95TREG2W00EPYXRW00,1977-07-06 01:23:16,-2045481858
486,Krista325,-1864089682,OJYI4F,-1865491461,43,WE,28719,9MBI90,2017-10-21 22:23:29.330000000,-1011419055
487,Antoine049,-889825201,H1,-1127522890,25,H1UAQFHDFI58B1BA,37277,R,1991-09-04 17:28:48.580000000,-316027403
488,Jolene46,-1334674594,8LTOU3Y5V1XWN2STME6,-1474108025,,TFLAQLSHK4C6,23048,O5K549JX6WJ1FR9ZC4,1997-11-02 00:32:21.930000000,1482079808
489,Kellie399,-1558980924,H7OACSQLIH8UWP4U,-1596823287,18,IXQM2YQ7,06473,FZTJ1,1970-01-29 18:48:03.770000000,-1559210968
490,Esmeralda994,961623732,MVYI2MFRRWW,784593840,24,YA86RENC,04951,,2017-05-11 06:28:24.340000000,495204262
491,Deana64,-533609481,ASIBTL,-778086207,59,MHF1H,33877,IX,1965-10-27 23:23:45.910000000,-1377229948
492,Andrea835,-1023019388,WJB1DCNET3ZYXYD0I7PF,-1210132466,46,XQG2,46356,KRHPZ8U,1994-02-06 23:51:57.370000000,460579924
493,Shana203,-1329367829,9IKWTW7O,-1459471242,44,5A46,60164,9LODTP3HNTU,1991-03-23 04:51:26.850000000,-2029069808
494,Beverly331,-1972454444,I334X,-1939566759,59,08I,24313,IXV6B4VLI69RLAM51CG,1997-01-02 23:10:04.390000000,-1062223915
495,Cari810,1654752590,A,1550188660,65,YDK78H,45531,EJ2J1253G,1987-09-13 01:07:00.310000000,417464850
496,Garrett619,679350680,K5F,531968851,40,2KTDU8EPO6GGXP,98673,B1NW5NWBD,1998-04-26 06:54:30.050000000,1305631193
497,Bobbi95,-30944294,MORYYQXS0336EN0R,-308042972,64,HOEEN51BR65NR,44650,D9X,2008-01-10 19:23:54.110000000,490028581
498,Ismael394,-1504860866,JGFP3KWUT1GPNMK0D,-1574327867,20,X7TZHU5MOYXVEIO,85951,BWRJ3YGBDBMYUC49YS5,2010-10-21 02:35:40.670000000,1066438294
499,Antoine134,612247299,USXV5AV,454100079,,SKZMVVTTT,23052,,2013-02-04 06:22:53.980000000,-1056515504
500,,1253421941,FZXPA,1087761829,63,0826OKNGRZMGFU6VZF,22042,83P,1957-07-05 08:53:33.130000000,1364946819
501,Scotty177,-1539440574,JO,-1594373589,41,SQJN7EKN4E,00586,Z9QZM55L074AMZH40O,1975-04-29 00:01:44.210000000,1761108086
502,Jolene469,-1957197302,PZII4V35PH2CGJ6106Y7,-1929131781,63,DZ5CUWJIAD7YQOXB55G,18782,96SK63VL3Z83T,1977-08-30 04:44:52.830000000,-2110261082
503,Irma072,-2045088772,A4UD4X,-2003949280,35,,77413,E3PPBQ5HDU4ZZCSOUUK,1961-11-23 08:09:32.460000000,1264315979
504,Alfredo212,-818708787,3,-1050245492,49,DC,48421,GY6PJ,1989-05-07 19:58:58.020000000,1530667982
505,Paige073,-983706215,K6ZLV,-1175371408,21,EHLUS4WI2PLNA209CH53,43505,QK,1955-09-26 08:05:52.110000000,-1431192167
506,Carolyn056,-2087758631,U4QXUQGTSEZGQNAPLGDE,-2064894115,19,SSYA3FIO,29245,MR4B87WREOX7STYF74I,1998-03-10 13:21:07.110000000,762985181
507,Brad134,-1412377763,O5Z,-1534447387,43,50N4YCBPQ5GO,69904,F4DJ,1992-02-29 13:27:36.400000000,-94978782
508,Marvin008,-92442960,6,-328291385,35,13,53007,LGW06F0KFQ2ZNQ5VXG5,1984-10-06 09:14:18.550000000,-262432720
509,Gavin692,-2135817001,YWWCUO66VG0DXTB1Z4H6,-2147423082,33,0256NF78GLPMJOO,20920,JO579BR,1976-03-29 05:02:26.820000000,-1281330729
510,Benny10,-538535097,GUKI7G56YQZ,-786543432,41,UNKK064NYMRZ,77963,RNHEL8NQZQ79XMC2,1971-08-12 09:06:01.150000000,1404411217
511,Hugh189,-2120738905,OHWW14R,-2113227861,63,VWRV02C,31365,F,2008-01-27 11:54:46.430000000,-1274352008
512,Jeannie105,330597516,HE9K3FKI,53310034,41,HRQSENCMO51H2,73144,EDXIO8WIX,1980-04-23 15:50:01.590000000,818394475
513,Benjamin547,522414889,6VG0LI2,306825123,54,8GI,83416,ORUOSTS8NEF2EW,1996-04-09 18:36:03.550000000,-380202442
514,Eugene089,950028717,UM80ZXP0Q9CF5X,753729008,26,TXH80O7LLPYRIMC,74598,8WPXB2BTSDUU5S6OP,1972-04-17 00:10:11.810000000,898122749
515,Kristie734,2001335512,,1963367005,50,CWURLJS09HPIK1OACR8E,19986,FAZDK,1956-07-01 17:18:00.690000000,585547658
516,Darryl375,1805267730,LY1L0F,1734331740,26,9Q,09566,SKU804BY1BGB6LL8DX,1986-11-15 05:13:04.920000000,1919299257
517,Earl996,-1529555089,VMKR,-1581982711,19,LS2MOXME42HBMRNA5GY,88782,AYZNFHPPCYL7UBL4Q82,1960-09-08 11:05:38.120000000,1787221038
518,Max753,-198354876,IN,-426126813,32,YO1J1OFRD,47554,N2VS,1990-09-09 06:54:58.040000000,-249734882
519,Johnny981,891638598,ZUK6IJKHHJJC683G8VR,706728439,61,5,86119,CUI,1966-10-05 09:31:42.800000000,530632784
520,Mark717,-583971456,MGGBFUCDF5TI,-848516442,50,5S6SG5CBVADHJCNL4X8,74385,47X1B96TXERBEYZG4L,1959-06-23 05:45:27.840000000,1650561933
521,Sam566,547401294,6CLLQH61HK1G2MMJ3I0,383361110,23,A73WRIL0IV17,38634,,1998-10-11 13:55:18.990000000,-1869639152
522,Leslie208,-1917182480,8GID8,-1885117688,26,E,71622,GV0B4E82,1996-12-10 15:42:44.250000000,1399349871
523,Laurie744,29250220,N661,-242298508,43,UKUU04MNNAJZO0UNF,99115,T3N7L7RO5J1FASUBH,1968-05-26 01:27:14.820000000,-1780468414
524,Micah788,686326369,,535053678,43,QSXOA1,86520,3WCOQUXN96LWW13,1960-10-28 13:13:31.230000000,126648730
525,Jess143,1838090896,Q190VIVIDLC5VF,1760985247,19,J,68069,4A43TQ8,2015-11-17 16:23:21.150000000,-1363158481
526,Gordon28,-727230649,C8,-971125088,25,T096L56S0938AO,89314,Z2Y5,2018-03-31 17:04:13.200000000,836680323
527,,-1682658339,UCMTQ,-1731726740,33,GL7IWZN7L,70207,260N556U4DS9XYK28,1982-06-11 14:43:23.470000000,728239529
528,Julie175,-130952061,PT8,-358183912,51,6M759TVGS,96322,0BNOJ7D,2018-07-27 15:49:16.910000000,413583384
529,Warren180,-2120264946,YUZVF8BESLQ17,-2097107106,57,ND4Y,75829,COKPOWSH70L9,1980-02-15 08:44:13.730000000,587364596
530,Candy254,54911265,M5VAMYCFEGBPOWAFA19I,-207260726,53,H7T,00857,VWTZ,1955-12-26 04:50:12.720000000,-2082965097
531,Johnnie43,-1402438856,JMHPN4HJM,-1516702240,26,CGG3D8PTFMC5,41143,B,1985-01-19 00:07:50.090000000,-1297588698
532,Tisha381,1816152410,,1738002216,47,ONEJ,47473,WSN,1985-04-27 12:24:09.480000000,246401731
533,Tim234,1256371972,,1101585079,29,,78822,QFXTID,1965-04-14 14:25:40.160000000,-597112967
534,Evelyn835,-834057978,,-1080605508,51,RF7RHVW,73619,T9PTI9F,1993-11-04 11:28:39.120000000,-2139507771
535,Rickey006,-1554056584,4M6,-1595064206,27,G9OFRUU92QIUXK0GUGN,45941,WHFQJH,1959-08-01 05:39:13.330000000,952247821
536,Chester360,1598501839,YF7A0JFI,1474821652,48,PG,62365,,1986-12-14 09:28:32.010000000,-1219431635
537,Melody69,-1366989522,QKE3DBORO,-1484972228,46,AIK1X4OY8,15208,4E,1994-07-02 17:36:20.280000000,-263746518
538,Amie949,-1655837355,3JEKZUVVSH,-1687095021,23,68JR7KBYFKO,40234,PMV,1996-03-26 01:14:51.750000000,-1302896320
539,Quentin138,329990316,K2QPGUUZIZ,43311441,60,4P7FRX181CZPDW6SW4DR,08747,JJ0VZ9YYZ,1999-02-27 22:41:15.590000000,863596270
540,Stacy595,-1832683061,3YZ2PE6AA2G431KU7G,-1851226789,20,DRBGPMWBXAWV9DV,03180,ER0,1998-04-27 12:02:08.900000000,2016527143
541,Kirk319,-888794536,ON115HODXHUR5IZGF,-1125108405,48,HCR,39601,2EJK8FCG238RJSEOOZXP,1978-08-24 08:55:52.930000000,-663142813
542,Hugh790,-796958800,W4GPH6G4,-1043150880,37,0,11221,9HEGFXJGX5PYT20A5,1959-11-30 08:14:30.020000000,-1622245021
543,Ruby116,978408070,M,796329166,27,T8UDADJ1A6W,17516,G72HXM7P5JB4,1974-08-06 19:29:55.110000000,674872080
544,Olivia786,-430573959,V0NJDA,-718916543,50,RYVZ,10084,UAUSW53SHTZ4,2017-06-19 09:42:02.630000000,-845804337
545,Quincy972,-843394562,1WTL108TGAA,-1088135982,21,B4W423U4JBXERMU8XX2,71496,,1962-04-15 18:33:37.910000000,-541169136
546,Corey748,-2078818755,4L58ABO,-2036578192,48,CBJSV0PY,42547,SPQEDJLHI3,2004-07-05 07:33:44.320000000,-1531589925
547,Jeanette947,-970779710,,-1172172242,23,LWYIAGS3BR,84812,KR8P,2016-10-29 05:15:53.820000000,-209414591
548,Andres115,-576516946,UL1J1P2G67S7IEJRB,-842339683,38,Z8R1LNIK1JU1TDQZL4,87603,Z5TQ,1971-12-07 04:41:15.030000000,-683253313
549,Tabatha466,141186241,FGNQ5UBI2QRD8PBB7BS,-125055972,59,1EVMXFZWH624M5XM,88626,NY,1993-07-05 05:52:03.700000000,-2131356439
