Car_Id,Car_Manufacturer_Code,Car_Year_of_Manufacture,Other_Car_Details,Model
843,-14605363,992594479,QPL7K5UZWS0OS,0VXSHX9QY8TLAPMEL8DP
844,-72770496,-276194863,A5UTP6YZ1L5W3WC0CNH0,S4N62SN3ATG4672VYOMQ
845,1227881871,1853956330,GENK6XZIT4,0DK12ORV
846,-1807399443,-1631461713,V9FFDYHNEQO02,2J407QAMF5MNNEDG
847,764066688,-194994120,2XMWFC7,IJIMKRZFSR3403V72R
848,692728207,1928438859,IUR6,Z6
849,593974804,1728178343,J9ZG7GS1THWND6T,
850,512672141,-1877803456,RRELX3ZC,LC9H3XCY7KY58
851,-117416641,1444879493,ER53RLO,KIS5KFY7HE1RF
852,319647892,2062482751,PXEF9GJAM9GQ816D6,NHGXI7XA
853,-1181089582,-1625768034,3CLCG,AVIFSVK2YNVH83
854,-1865866848,2138529011,MTTPMX2W7GO8F5,MKD
855,-58888894,1402007227,AUBAUILECL,UUFBHRAQ30M0
856,-1251980835,972141910,XZHB,A7I91Z6BXC34
857,1199815026,99542594,CH3SFNUN,3FDMBYTJF
858,-223959143,1531629100,6KJSDX,UK0OH5G1BM
859,-2022093026,1743731088,,71LKKL72XHC
860,253065763,149714817,,XNVCHPO7VUQOP0AO
861,-2073431998,-792303824,9SIA1LR1FH3UZ2EVVBRB,GARH3WDS1QDMHHZHC
862,769814305,899745800,1N0NMNY2MYNTX,1LSZCNFLDBWVKAJWH6
863,1033567759,2106254774,PTBBW,PTRIKFZA
864,-59228024,-460031959,R05QTP46NW26MN,ECQ6CW82
865,-1551593153,-1473040223,5HMFYTZTJG02CP2K,GY42HJ2V5523K
866,-933226705,1933847864,,TXMAA38KCCU70KQJN1GJ
867,2105131515,-739772814,ZL,7FNB7FP9T8HTCX8PMYY5
868,1471814252,32813962,H9TWJREPWH69IJBOWYI,LS
869,-57844572,-935087144,6MAT,AIH4MH0M0ZLHZY2O
870,-1408750745,-1433891610,SHLC2BN,AJ3DDONHT
871,-495970102,1826400637,5O8SIE2K4NYTST5QV3W,3IE4LNF1PXKMB7VTCBRQ
872,337714866,662311283,TVUY09RATD,VALL2O
873,2123554295,-998402400,5J7,WUU
874,-1902250116,,U3VDJG72ZBZUY,TGX4LVZ
875,-1287160695,-739318691,VGZE58AT9S8MSQ,JWD
876,-1360570005,124539666,TTAKG,YO7WI
877,1974640510,69820593,MZPD1LSUN0FSYY,BBQ2C77S
878,-1408750745,1876937040,U,JYL5U3XTU9
879,14256922,1601020858,DZ20U,7GCX7
880,965433207,1915947904,5WOGB6IP9I18G914MH,IKNXV
881,-1338810970,870578078,,
882,665130803,-117352867,RSUTSTZ1,CBII
883,961393802,-1910979721,LD,Q
884,-1450759992,2132344150,SWKGD5GO4B5AXPG,QWTDGVXRIM0UCMRDVZ
885,58239465,-693409539,P9CK17CC,VLPN
886,-266428983,-1471119672,UOH6GTO5RFKOKQH0AHF,LO68TCL03QJUE3V29
887,1258673619,292066696,KW2DECM,
888,1388893232,1366475495,S8KK7EJGZHNIH46,
889,1509889466,-859360564,VW5JVJRQWPIXL3S,M
890,-1632508705,993791795,6FCIV0G6701SUX4FQS,I5LYNI4UI18OSRPPY51
891,1011979892,428842946,I63D8HUNIW,RL2WZR4PLMPQII60NUP3
892,2070871858,-99931646,VVOJB2SN,8
893,-651905128,-1116119983,VFZBUIYWZK26,IMQB4DK0UVMAW3PZ
894,-266428983,-779678816,LAX3,EE
895,-1364662105,-168458774,310CY9L564BL2N3DM37R,VBH59LO23GY3JDJ
896,576039339,1930126941,QIYOXTE29E,9G0C1LUUW89WXVT
897,-2037563231,411689050,81OLDJGP,IZC65K
898,134200965,844318004,PBUKE,IOIXDXIQIJFQFE17AGM
899,-479318918,-297856795,F3EZ7QBJDI,1CS48M9KK0D4OEH
900,-1214652472,-1423646145,O0G62XPPC1ZI03MI1TF,IOHXDH
901,1177487974,-2097871107,D9FEBN,DH4EA
902,-2060407498,-1652353474,6VWIA2BUF9JMD4V,R2PIC06WEOR
903,555918736,-1514908111,HGKEWL8APYUPEL1VFNJU,X6I6B21
904,819272283,409218323,JOGO868H61K,DP
905,1086532207,1856303037,8YYQ8DLMMS,ZPVJLEM3
906,1011979892,-480165341,8MGU7O7QL0LYR,Z4TYNMBDBS4ZQ9FB
907,-850976239,-942468267,QOEZSJX966N346AX7T,762DE32GQSHHKHRL
908,1210863904,206394459,C82RC,OTCKJPQNK
909,-1984034780,-686586057,TYBZIMZ6LIP7NT8FYFA7,KL9GF8D7
910,991565837,1929233029,K0GNSR7FWNW2XYLMAO,0UK0RHWUUVR
911,555918736,1920312652,NXIOKQKZI,DE7KLYOOHCPUIH
912,-1274436941,-905770975,9,GB
913,446284493,1080718792,H4X9XUB,87ABKO4TL3MUVRSA772V
914,-495970102,,VSRPU,AOJ
915,-1287256596,939786740,4QVM,
916,2061156320,1332000646,OQR,4QI9MG
917,381293438,1584132013,61CVX8ROI,TNJ02TIGSC
918,-2092532604,-328999113,ZEXZPOR,1MHX17AN
919,-425546115,-1014110383,,G7YIQCWJDBCG
920,-1640986746,255621940,,C149A4EKF1Y3HC77P
921,-613225250,254063362,U5TTRLT,YZ22MP19QWY2H0
922,1182661845,362536875,W3LXQKQ7KZEH3482UE,V9FTSX58U150E9ZPCO
923,-1304777456,-1149733589,Q5Y2PR3P08I3BEMS,DH3AFF70EHLCKXZL2SEX
924,-561842044,1067565218,12OD9H3RKHJP,TQ70GPMZQ7MEG
925,-693823728,-1449052933,Q,MRZZDKW
926,-1360962050,93455274,,R8OL2
927,543839808,-2108271503,E3YX1W6NUPZ1W,NWXYRNKRV9ZQ
928,-1214353625,-1146781893,3GCS0SQTHOVA49JZ3HK,0O9ZY3BD
929,2113999243,-336974460,WAOUE,3S0
930,566652721,-1165885329,W1IJI1VHE3D4Q6MLM,G2YZCVM7CTANM
931,-1316915299,-942721457,2QRW3UMHH56SSHE,2UW
932,1525741857,-2128244430,WP,0NZV2
933,-2025826835,856468588,Y6UFNVGMYRD3BO,9QHR2UT4XE
934,-425483103,558299866,SNE0XOW0JPAL,ISWX33DOUZBBA8IXD
935,-423687483,1666860140,WPVAXAO38A40N8,DDLZ
936,13570778,2084823331,P32V4E,PMDV5H05Q8M
937,-405486516,-854464374,RGWRM1,2ZSWJL67I
938,-522999306,241801676,AQCA5Q8W351ZAJC9Z,
939,2078161880,-776687645,F7AFMFGW6YEE6N,6IJWGDK1KIB7
940,,124057585,XXKSQHI,Q787UTK3NOGYKV
941,-444711957,225597406,T0WU435E7WH,RFS
942,326010417,-1925512839,TVV3WT9JAHPYEDDM,
943,-2013231217,2046245333,H9SX,76DLK
944,-939324309,758313732,HFPL,
945,1816722126,931531043,S0J7HPFS22HVW,S6611QRI6
946,234916256,547013873,Y5BBYGRQJMPNO91E,DZDODBJT3YWHPA
947,268843822,-1486268616,DBHHIQA79YK,QDG2JUMMA1EWMMQ62
948,1071743448,-1428737237,,IDFF9C
949,150503381,214811677,JAMCKZN53R5K1H,NJ
950,585086236,-2029708285,H,LNAGWVBCBF
951,-543820492,-1762694320,06R,HRC2NZF
952,395752513,-414891198,M4JFRF,7
953,1284684018,1670382946,13OH7F0B2B4A,STT7WQB336VA4
954,150076536,1027250966,8CL6WF1TSD8R,NQYZQADUM10L3CMDGQB4
955,25450887,1707673722,MW62,TH8
956,-258462203,1655217627,TJ,50878S6NBFX1F6W0X7R7
957,2082785593,-700022348,403NDLHLEIWVDFA,MYHQP4YZ7T8PZK
958,-1723389211,133593438,DJBEL8QFP,4NE9TYRXPC1KF4V
959,523608161,-509796800,T350EBQ54BHI,P0PJ2QH
960,838141109,518239674,UK7DUCVF7M,N8N4LOBGMM
961,-1295665958,378887717,OCH5NVA,AS
962,136794012,-1765288656,XZSDGE4,ECV0SDOKJV
963,616309664,1658949705,47AY1V1H,7IP917E5VLLAMC
964,552453119,362939198,DUV,1LYS9LT7MDN2X3U3OSTE
965,1349125378,-1181357426,UYMHHB2TLH81TLJ17RZ,M6KFH4XWT18ORC3LQ
966,986658853,1518848892,QQ7WN,QDB2WD5G
967,-612812890,-1299394794,TB0CA1E,1HWITXVEEDDSGWATBFD
968,1378729012,-1117049766,306WY31S,QQHX621TJ97902VFW
969,861311835,731559906,Q2X79IFML,EQWYO8DU9
970,1071743448,1956648455,5C,09KYRACAZY
971,692728207,570517987,QPTVHRT977M9HIVATWO,QW1V553RE0VWS
972,68409143,-74466540,,N9S28KCSJTAO9HQQLFX6
973,-396115823,-536843508,HUPEKSKPO69709G2,UU2J292
974,234916256,-1637491752,LAYAIUBYR0JBSYGEV9V,H5
975,1673173192,1910321302,GXY8JI1C1H8F7QAEZX,SX40K8QEZYC8L
976,1175326216,1603924223,,WM0OFGYLCSF
977,647522250,-1574779488,,I5A9X2
978,-432939962,1781128064,GSS0DW7TT40L,XWBDQ6C
979,775620379,900424160,,J6PHLH
980,249802914,1879106938,NBQQ0TZ,6N271OD6KBLUPK3Q0AK
981,-823960010,-28791912,A,JK8AI2R
982,1981356778,464303064,432O,FMBT7FZN6P0
983,-1344307559,41756073,EYAVQ05585LUI7C8U93,
984,-1376009752,-3443887,296Y6EJ,QR14BN3FG
985,1884242134,-1464058777,1V9UIRE6PP,71UJLE
986,-855048008,-1212194094,MI6HKEYGPXJAUY1Z,PZXY
987,-2059429161,839531862,RCOBGN4CVRBRS6I41,XZSNA
988,-142320287,-835665295,4WRMJ8YTKH,GJB9L3ST
989,1619799470,-849176717,FWHS9FC0,56FOZYY4SDVD9E01
990,961393802,-1085439150,5V,LZT1CNDIZWDXFQRS6MI
991,1691463615,-257301135,5ONNPXR05SHX3D5TGCN,8YSZVZAE7
992,-487448747,-1195195623,MRGVUYIQ535B8UMXWK9,4A8JISZ5TI2602K7
993,-1646146800,819123724,SG,M4L2SIGTN7U6C
994,13570778,-1403856292,MEJPWAJKJHS,YASR2PV8YS1S
995,-161786495,477881031,D8STQE0U2N5O,
996,21808649,954427724,Q7XV3RA6BTGA9MG,2XQFONN9L4
997,1361471624,803316546,JLUGF8P3,SRQVL5ZG53V7A
998,574819,-1625722317,IHSL,HGE6S10IYR
999,-696883470,-795833828,Y9VG52MOGQI82,HEIPQO
1000,404473538,-1476653652,BIHRK8I2B8TH,NFAX5C
Car_Id,Car_Manufacturer_Code,Car_Year_of_Manufacture,Other_Car_Details,Model
1,1384080116,1577575047,5MRV12O1ZW9NRUE,GBZC
2,245257523,-1996517523,QHZ9TKTC2,I
3,-2145158974,-924281588,0,5CN1BAJ1ZCIDE1Q5G
4,-231492654,1314686893,6BYAQ89QA73X1PHD,RNHZP
5,-976563884,1956109305,QJHYQLZPTGLTET51,ORLBKYENPBALW33K
6,-122232984,-381023629,UNXZWIKOAID,3U1QX1QQ
7,-117416641,2056098459,832F5BDJ9GQZKWSOXVEY,IM5VO6NEDKO8G1YUN
8,-2037563231,,LV,R49CM72E5NIRQVLEFRI
9,2131424325,-329178074,F8U,N4Y
10,-710281914,323789252,WAF2MOLCJD9HRH7EWYF0,QIVCMT2V9X
11,1504162954,-969368842,WQF3F,
12,-2029645729,-305114746,N88ZWHCNY0OCWBG5J,W6ZXS90Z
13,114109383,-839758021,X6EEHXGT,L
14,839823057,-545039961,AZJ,TN2
15,-1889813223,-113540697,Y6IY4BEDZFU8D8LIP9R7,6CTGN5RM
16,-175891122,2021532293,69Q,CQRCLMISWZH9SK1D3Z
17,2112575102,2069073634,RAJ3N1NF0P6DCBU,4O1OK7VJ
18,1136662006,-1881971852,8YQK53PUA417C6SXR,HBF5JUL2IOE9
19,-459342379,-1932660673,D0U9BD,1WNKBESS3J66HGA174P
20,1975251911,1968775257,TCJF5CYX1L7I63NKO,3ALKCPXYZUEKB1M510V
21,965433207,-102221154,I0F,RMER8Y1EA0
22,-2125933731,346108601,TW9LNYTAZMCECR6F4S2,KO60RA37MGTT84
23,1274178587,303805642,ALLELLPG6FSDQQJ,VGT50787
24,-166526017,-1827961629,5JOZ4RM,GWUBDOINYKUV41
25,-1243094140,868119063,5SQWE8OQ,UX
26,973126734,817269390,5,90YT
27,-46328886,1310187208,8BU02,MM3LL503BHUJVFSUY
28,1645149140,-586380346,C3JUZNL8J9K435J,5
29,1026236844,-1354090887,,NA
30,818437665,1017443835,9TUT2YR2FKZABBJLQRN3,RFYA2
31,-1251980835,637381656,545OU,Y6DNP8OA2XIX
32,1735859273,-268785379,,IE9HZE5XB3S
33,1460558930,491829225,LUZ79AK77FA5RSJ3MX,I
34,620235963,1393380044,Y1JCDWVA3OP58YN,WC6MUYODAHW57
35,-1249734936,-1297024333,LKR10QCDBHH,KV0NX7RBHYYWWHM3LP
36,-61472199,754739316,YM1IQL122HMBD0,WSXWBNZS54SKU72D
37,973706764,1872657636,II9274BXIUW,240BKKU7NY1
38,-1769290649,144002104,7O50WEKCHN6EMXKE,Q6V7XABMYO0YEM7PD
39,-2059429161,-914037250,YGN09TV1EA6NOIOUDT,PU460GPWC73ONPYMEX
40,1768983738,-906308847,WGPWTOZVBVF9,D
41,-79654911,-1310580114,WTKD87XV9,W
42,-648115996,59707427,,QHD42
43,-119871014,53292414,4DPS5IJ936,X
44,1349125378,-1653447635,N9KTCAYJ6Z,4UJ962K5EI1Y3
45,1143239188,-935598603,MQUYAL5WINH7SGZ6QTB6,A0AZS79S0
46,-843679043,172777496,DE6BTFVNWQSI3QYX6,S3DONBMZEUYU4FRJ
47,728030408,1619169256,X47OU51RCD38QUSV,RHU
48,-898548069,-648513782,CONG698LWPOPQ08,XN
49,-1237266831,855237208,LD2YPJ192,7CT24Q3BTCG3PVI3
50,-1925889399,1147194488,IJOZXQ7GM9JRRUY2XGC,1K
51,862897917,-1569538007,MCVO5HQWKSNDE4ROXXR,KFWU88CIB5AVF5H
52,1849887771,-1562006958,,IKUNQM0SZOTZ9E
53,1851975822,384322303,9EZZTM80MM,
54,1752969866,-2050987089,WZF6OZUG,CEN
55,-1785818752,-151046686,,GYTVD
56,-1727401965,185001453,WUM5DM3950OEKD,0O1LNKD8
57,1963421434,-1608635364,V,A6XIXF4V
58,-1550177222,-1842362966,BUIWX5,ED8W5GI0H
59,269635031,2084231312,HEOK0X2BY6CKDUGZ4QH,TJQYA
60,530381168,390832672,WIF28SAJ,MCQE09M1TONFWPCC3
61,,-1633994127,HFYOJOYY,GZC3IK2M2ME1J7M
62,1511562130,70929727,97YCFE0DIU,B2DHJ5R73GS34
63,-919979323,356452580,VD5,EHFH
64,1981356778,-368363018,K5YZMC7NJQH,ASIU5CD7ZM
65,-430850703,536863682,EVT5I,5FSK
66,-933226705,-1137592694,MG9NK202UAFPP39I4DPZ,9YMPB8401SYI
67,150076536,1813863833,52KFMXNMIPPCUR,8WM2PCJS8745YS
68,-1930913215,-602269260,6WLWYK,BBDBJD4I
69,1500123514,418969009,X7T0DHVRFG,R61
70,-1751273459,737640416,PGEP8X4CFB,HSDDVWQ
71,-398861707,341867776,QCVCKC7S,52PG0L
72,-1632508705,1622978161,0RM,RHJDGJPPENYX3ESAJAVA
73,516549201,597931693,CLLK6QQ98T5AAGONR,TQA11V58NUJR
74,833045074,2104048395,46BHH51X,RB7TL4S3YQWZMBCS65
75,-1420595264,1268436511,KNNHXT9DN,ALXQ9BEOJGRSF50NH2
76,502057886,169018391,K6PLBHJP19VJ4,ORICU
77,2137087620,-1658634490,ENFTU3FJ876LLC7G030,E2FKSGGPEHHTLYI7F8M7
78,-1935015533,-1824820703,6FEL0ZYFZNO1JL,G
79,1486688546,750503569,AEGIJW1XIFPW6IK9SIS,MOV
80,623706586,-2129920054,Z8,GGDS9
81,2036517379,608857748,TU5,QV8Z4QZB31NITV37HC9
82,58239465,1735429709,,N2X8SW
83,1364838206,1750925044,KI4209X2K,Q
84,287030104,-874136024,HF5HW5A3,
85,777083227,-390850964,XEEWI,1O7QV397BIMVUE6
86,-792024727,-384920330,P31JM,UZL9Y0IKENX067T9BU
87,-126352255,556665885,DWHCZAM,
88,-1256506085,-2052073881,XK,ZA200YA0R2R7I1O1X5QA
89,-1212584544,-143860686,O71CQICOIR,5NB75803ODK0E7TRZLBO
90,-219088824,2063643135,156MMCA6WJXX,RHNGEZI5W3LK0TNQTVP9
91,-2071715708,-1380458106,JN4WVN8UDWQOHDZLPV,2P
92,1383557632,1788388942,WYUC6COAKQOZQAXT2D,74UVAYKELZE5OQQ9
93,1799977353,-2016701304,TVIKO8GY5YB,YS9YFED505
94,37217963,-1500902895,7OT04OBX,MF4OS
95,2122462758,2065124258,6CN3PXZEJ,9A4MVYJ7Y0FH
96,663858763,-1886126893,X7918DE63,24FQYAF9RPGP9SUS6VP
97,2011256541,-1885865686,EJC94,9HF5V2UQRGEYO
98,1190675058,614697547,BW9T5RFVMIV,
99,-328736581,1940691823,ZBGJLEEEXML,L6O6EC5HLOWM5PES5P4
100,1691463615,-591123115,QI775N0,KOAU
101,-1090796439,-905608915,Y8M35QE5RDFP,FP
102,1739249230,235198074,X6S9VXXVQJ,ABH1AP8MIP
103,1676127516,1607187760,BM2MJ7,030UGYFO0CO89J
104,1240584454,1151748666,ZIHHR,IWVT9ZNN796VCGGSA
105,-583401648,996146247,DEVZ8M,F3OKUTWGQO5
106,-2028212897,1806322121,7V4SBFYAP,28I37CQO
107,-1666130260,1131756283,I8OXSINRLKNG71FF2VH,BCFTKA328KKE
108,-19265391,-1961808643,XM4ZHFIAB49G9FY92SL,UGHX
109,-1071332486,1500739982,78,1XT8ZIK7YD8841L03R9
110,-1131661014,243592981,2WQN3CV,AJSD
111,-1613211410,1967012120,2SN4W3PFCZDGH,3K7AE1M9AO
112,247193811,-2096017086,76R26DAALUP012,M3CW
113,-610361960,1614572905,RFXFS,DBQTZGJSRQO85RH5
114,-1779761902,477547186,NMB25CC9VUR5RPJW0,PVYDXKBMYUCT
115,944960744,-700063477,I1S7SEW1MOKKF0O4K,0ECJX81KIN1F
116,645005064,-312148063,G000Y0P0,NDE4I6M6DH
117,-1056175616,-1432725753,U,
118,-1331249610,-1966066029,D6VEQXQDGTW54Q,FR
119,-42890424,1654599550,OAERHN5,70L6ZDQAVMU
120,-686654736,-1232535129,,3V68XXEWX8UB677
121,-1122900825,-424913121,Z6H3RHRH1R8H,XDOHGLC
122,509622926,-2064464755,5O2XQ3,1VF5X2IHNW
123,,-1140731626,KUWAA,B681X1VHY
124,1986930728,386780599,EL6DN87GFKGNM,AZS53DIXDTHIO61H9
125,-1780446836,1876015971,,
126,-1347894703,1994449808,E4CH505QOJW18U4A7SF,QC
127,-1718702431,-1266574545,6BO4Z98Q4MA44O5QJS4,9NWFOCR
128,-1759343962,1605455499,9VHTQ7ZLAA8U6W,K4DCRVN0UP0
129,616309664,-141857265,3F,A31TH2ZFR
130,-1140065943,-448131105,IVSEL19SWJPEQFO3,M
131,1548402393,-1623025630,ATUE,SMQ48NP56X8D4CE6
132,1778824043,-1791293639,AMGT,946
133,-147290235,-1407316404,FX8S1ABA8JV9,SD6M2
134,1210863904,-1588896251,KXBGVVJT624,L
135,630531146,1587146378,ALUPL5XS,BONH5J54JR6ZU
136,499157145,1359427865,TUOQN3F,CUNO5OSLISFIZ
137,555655539,1958138988,FKW0D9GHUQKAK9V36,KH6Q3TU9LVYT82AI
138,1612730543,1896833786,PGKNE,6
139,-1582002794,-44027564,H,F0
140,,-598032888,R3MP,ZESWJQ5U2NJXK2
141,-1882751636,627086490,S3ORI7LXBE8REDI2,GW1I38RP
142,1588929509,1285276241,ZKJWEYLS,GQA0U9MK78HRX
143,1241827207,857401571,ZJKIDU4IS6WHCWLTD,933QTB9BH8WIAUXX
144,1443188276,1662085909,BVZKZP6325BD53YC82D,7OGGTG5ZS1ZPBKTIPSE
145,102663796,-1180687311,1EM,HXE34823CZRNA5A2HQGN
146,589800996,1148210140,LC,R
147,-2105199431,1425037477,,9AL6N3ZK2IWKAADCKD2N
148,1304108057,440586505,2NOY31WAW6FJUB9RZ,ACE6
149,1828152429,1513219437,E0TIZOJGJ1W93YNJ,Q0ZCR2QW4SI2EZC
150,-1343240273,-1085827043,GE78C9S26SIIHRNNP6,O4DK0S4EV9V3
151,711669364,1570575935,DJNZEMHUDN3GWA,ZX70DCYLQRUTD6KT
152,152679147,1040474192,TDSZ1R0GTV1X299L,Z2AEL70L9Y
153,1194065414,-536209561,RC6KSESLVEEE,KG
154,-1641303092,-1086846015,CL89Y9UP5JC2U4DPEK4,6NO4VB20ND
155,-1691645199,667509713,POK4O0ZZD6DL2QJFPSB,YDJQ
156,253065763,-900572685,,LKKEATS
157,608918249,-45884328,OMSTH,EP6
158,-1941503736,-2113717828,,3D20A9O6P1OH
159,-1785818752,-1000147507,FVGUACDN13LYAVC,ZEWLMUHUNCB0
160,-1672629264,-1581860591,,7CUUQ55OW9BSO3UKXKV3
161,576175050,-1510543055,R03LX0M95A12RA61P,BEW7SVOKG1Q082BCUBJC
162,-1777476455,1459893459,IPIBPDVDL,25LTX
163,-2092087265,1671014742,DPVBNM2GUNHVUL51,NAPSG
164,-1995954365,-350017573,LATEWKAU9NGAQQ,1
165,1405328520,-2034361638,FFVFFPE48,YY
166,1933663512,-1444246904,613MV,Y9G3G8K
167,1905197437,-664530249,6,G0J73
168,-2032496150,1179492078,1A3SSG5,CQA89AEU41AQ8A3
169,1494596748,1104419715,HEZM54XX,6DD7D9VMMW02HP32
170,221142447,-415700140,FPPMM65KOPI,J35RNON8
171,-333093905,-475284342,7DP9MPGGNMF9U705,4FTPZAN9U6TWV2VNMC
172,-317803274,-348356185,K2456G8,CCEX74O6YFIOQY9
173,454969427,120893098,1F3Y74QMCA0,FSXXQE8VX8PO1A31BE
174,1792112284,964798012,CIFHGTS9FSE5ZY3,R
175,819272283,672980277,E11XGTL,HMKA3
176,-123529911,-1434309163,CHFIPMHX0V91NMP,TCH3XL
177,-1848646704,-190825652,NY090XZ9038A9,F
178,99198722,-752526904,SJX55ZDAKSAH53O1ZSC,PFJ
179,1930666236,-581273667,9HSC9EI,3
180,-1727401965,-1680743641,HLE6NX3Q4IGP0DE7Y,0YE05OBHC
181,-1360570005,-2016860838,SVLY3GYLTA,1HEY6CMMPFIG5
182,-1916483054,1052232058,LVQG6,33U9
183,1780304173,1498709551,YE3,WUZO6HN5AY1HV
184,1086532207,2021937021,70X,RW3JHOCSX7O0KTMW1T
185,-1519948926,813538302,H,4GH2T8GI6BNOYNCDWZK
186,512645274,-521195652,MNW3KDQLMLIHX8,KZ3WR05XTJDW7
187,279289326,423683801,4SZJMQ9TJFTVOLVN1M5,QN9TAA056H9J
188,1577719392,1517385355,XW76755TLBGGUS,D7GQX
189,-479318918,-224674171,7YEULDUCNQI10RYHVSX,HI5CKAT2JP
190,-1995587589,-444787500,7LSBHKF78YC0WINOMR,XQGJXO3
191,150958558,1531431160,X3KJFO352,O9BFTMN8ASPDSGEQWKB
192,-1480829223,645944253,TLNXOUM,IH7HGJ
193,-1902250116,-175551609,2D0YM3PDI5H49U38Z,I26FJCO88
194,2100370880,-227999322,N1CNEFDKEDP28N0JKEJZ,3CQX2IAUBUHCQNCCE
195,-629207817,1877403322,GU26XOXEZHF,71UYA2454
196,90043249,-152129350,N,50476KT8LRGYX
197,-1633513418,-547741517,KSFYKK2OBOFWT3PA,4P26CI2
198,-1707134890,768629622,O0J77A,Y417B42NTXEYOAPA
199,1196476073,1818227449,GRF6FVA4KGF,5U4RM3946TK0XTL9Y
200,1083248107,1033988596,4FYEE,06Z9O6XYJJZZUZS06NY
201,-1408300186,734773143,IDQ0U,C0S24AHMV3SO
202,-1383884747,-765952442,OPS,9O36V
203,1010300914,441259136,X4ZDI,YTNKP47ZK8WMYBJPZ
204,-1213868337,-250151698,,W4EOB3FRA9LB
205,-1998517939,-1870739285,T5V9FEBCCO,UAHZLP
206,-58888894,-772871417,,2YXBWEYGUC6
207,494628421,30006097,9QL4FPXQGWLIP3J7G,OP9QS9IJ4
208,-2064146170,803516517,285Y59IH2YF,T
209,-1758758692,1269460873,H5OKJ0,E
210,113701645,-1029580988,ZJNL81WJDJCU3,K2BGBXZJBY73SX4
211,-486272871,-253748395,WM,
212,-170769284,-1981001721,ZBKCL,Y
213,370313034,1228185464,,0MYKJPQ35B44ZWMTW4D
214,1204330100,-371404485,YBREGT5,8K5EBJPHLF51VVDNLHRQ
215,896689756,175224153,JVHWENXW8,UU86T865
216,-129406178,1116823387,5XP4BS,8UIWTGHJ9008HQ5384I
217,1457732655,-40690363,JXK7FZDL,
218,-2010042280,-327015082,MX9H3JERB8EZ742ECMG0,FCNFEQW7HBICI6BI
219,1381307603,152058034,U,
220,1075128713,630647711,,X528RQCC423L4N5VTHVG
221,1845017740,520259707,,QKCROIWZJTK
222,2116053483,-1848117268,XWL,2LU66LW21LU3W7U
223,205875633,1556558726,4V3AE00MQLLJX,NDUMIL6LPG28GCL9J
224,2005476822,599620021,3DLB,12BPMWZDD4Q8VH
225,-276018056,1572203234,IT2,QC5ZXRG
226,-1969192266,,XK3SXAO6NTF6C,8GPIOMO0KKK6
227,-766912480,-1585385634,OT31SM1UHZ1WL7,UYRY
228,1579474857,261126250,22J2I6PA,482UHLL
229,752243104,-1532880642,3B1FYQIMQ1WHPG0G,Q0FALKKN2
230,2120005195,-1567842195,233R0OGKKQW4U,WDARO35NABVVEE0
231,-1983643927,211963646,ZIWYGKLWQGE6JB4DM,N8CEZ4X4VOLAZ0
232,896823267,-143758682,L53M6G2NLU,5SPUKDCJ
233,-1265735378,-1219231368,0MIVWXYTHKVQ6,P
234,96135641,995619969,NCU45G73DIO1C,B9P
235,44160766,1613387992,FVTZRJQUWAND5J,M0
236,-1366994543,-291940337,YPFX9J38IFD6W9Z6UK,AWBAO9SG5V0IVO9
237,-448249398,,DMQWYNM,Q3OKGW
238,1446107882,-946792328,GJH,PEP5SNF02K1O3A
239,1008345579,-1497161147,BNZF,3F2
240,153823812,208038439,943S,7GJFT51KZSXGTDMMVZ
241,-1905097560,749930500,NBJECULX4STI6,ZSQVXYTZ5FVZ9HBPT6
242,1813584249,-1222516730,7THANQNP1O,
243,647522250,1439433154,IXT6XQHU1YFCKAR8JFO,0Q
244,-1159567569,-770728110,,F8437AHOY4B2BGLLHZ
245,239742498,1372120511,HG7,W43SOYHOSGW338PBM
246,1047428937,820324327,,ULOO
247,381293438,-1420245121,UF1O,WUXF
248,-1376009752,709712349,,98KHVUUYCFG4QMO7218U
249,1684962071,1141315141,VCUWRQ62BN4JRGW,5ZSMDG7
250,-1144570495,-1664113413,,6YRJGFKVE88DQ
251,614553144,-1909279730,I4,
252,1857467914,916823641,CP81GL75V1SC05H,CPV2ZJUTOKD38SUHE
253,189553235,-1179630297,GVGS8MM6CXFIVUKJ,L5HPK97
254,-1080732766,1784329411,OX64SF5I,CNS0GW6SFXIE8TC42Y
255,-1458474304,870470582,69USJMZOJ01B1P22PJ5O,BB3JQUQ4TON4LUV760O
256,999778245,-340741097,1H9RB7B3NFBA6GD,HXGCXYZESSDML6WS94
257,-2140256541,97652008,KDTJ6BKH9M8323,5PRD4SSXKCM64DULDVQ
258,512672141,-1681762172,ZT,RUBC0B0I
259,2007415231,-1059327553,4SK07,Y3Y1YIEPKCK5
260,-1911613302,-1257740101,OLVKQ1U8PQ46,F26L99RLIWIIABDFCSR
261,907775931,-1431459541,53QXRIPZ71KJB,IM9N45VFVTJ6GQF
262,559825477,-1836079923,FBKQK6FVLFZ,5F2RRTF6FJN70A8
263,-1117575552,1018580154,8S0EB,SVJTSIH3E
264,1856715898,2099086160,P,PPDC1KV49WQ0HO
265,-1723389211,2111216918,ONEVSII,27LHNFLLZDK6MGNXZ
266,1770622954,-922350592,GJA0FKFW4ZK,
267,-1447458440,,XAIAX19XYTPMTNRRXPY2,G4QT3I3BW0BTR
268,1227881871,1852562777,ZE14YBN,VMQAVLQW44DZ
